Id,Age,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition
2249,29,Travel_Rarely,657,Research & Development,27,3,Medical,1,2,Female,66,3,2,Healthcare Representative,3,Married,4335,25549,4,Y,No,12,3,1,80,1,11,3,2,8,7,1,1,0
2233,53,Travel_Rarely,346,Research & Development,6,3,Life Sciences,1,4,Male,86,3,2,Laboratory Technician,4,Single,2450,10919,2,Y,No,17,3,4,80,0,19,4,3,2,2,2,2,0
158,36,Travel_Rarely,783,Research & Development,9,4,Life Sciences,1,2,Female,62,2,1,Research Scientist,3,Divorced,3375,18899,4,Y,Yes,12,3,4,80,1,8,2,2,2,2,2,2,0
2419,50,Travel_Rarely,804,Research & Development,9,3,Life Sciences,1,1,Male,64,3,1,Laboratory Technician,4,Married,2380,20165,4,Y,No,18,3,2,80,0,8,5,3,1,0,0,0,0
861,37,Travel_Rarely,575,Research & Development,7,3,Life Sciences,1,4,Male,77,3,1,Research Scientist,1,Single,2655,7102,1,Y,No,13,3,2,80,0,10,3,4,10,9,9,9,1
1285,27,Travel_Rarely,571,Research & Development,4,3,Life Sciences,1,2,Male,41,3,1,Research Scientist,3,Single,2145,9129,0,Y,No,12,3,3,80,0,6,3,3,5,4,0,4,0
331,35,Travel_Rarely,325,Research & Development,19,4,Medical,1,1,Female,87,3,1,Laboratory Technician,4,Married,2342,9192,6,Y,No,21,4,4,80,2,17,2,3,5,3,4,2,0
902,35,Travel_Frequently,408,Sales,10,4,Marketing,1,2,Male,73,4,2,Sales Executive,2,Single,6385,23553,1,Y,No,18,3,2,80,0,10,5,3,10,9,0,8,0
1204,29,Travel_Rarely,635,Sales,12,1,Life Sciences,1,1,Female,62,3,2,Sales Executive,4,Married,4559,19188,5,Y,Yes,20,4,4,80,1,7,3,1,2,2,2,2,0
2614,39,Travel_Rarely,412,Research & Development,13,4,Medical,1,3,Female,94,2,4,Manager,2,Divorced,17123,17334,6,Y,Yes,13,3,4,80,2,21,4,3,19,9,15,2,0
958,33,Travel_Rarely,600,Human Resources,5,2,Life Sciences,1,2,Female,62,3,3,Human Resources,4,Married,7918,5456,1,Y,No,11,3,4,80,0,10,2,3,10,8,8,8,0
949,55,Travel_Rarely,621,Research & Development,6,2,Medical,1,2,Female,66,3,4,Manager,3,Single,16606,17689,8,Y,No,22,4,4,80,0,30,3,3,10,6,5,4,1
2055,34,Non-Travel,1362,Sales,19,3,Marketing,1,1,Male,67,4,2,Sales Executive,4,Single,5304,4652,8,Y,Yes,13,3,2,80,0,9,3,2,5,2,0,4,1
444,43,Travel_Rarely,1312,Research & Development,8,2,Life Sciences,1,3,Male,97,3,2,Manufacturing Director,3,Married,4448,17852,3,Y,No,13,3,4,80,1,10,6,3,7,2,0,7,0
2681,26,Travel_Rarely,652,Research & Development,7,3,Other,1,3,Male,100,4,1,Laboratory Technician,1,Single,3578,23577,0,Y,No,12,3,4,80,0,8,2,3,7,7,0,7,0
1728,28,Travel_Rarely,1434,Research & Development,5,4,Technical Degree,1,3,Male,50,3,1,Laboratory Technician,3,Single,3441,11179,1,Y,Yes,13,3,3,80,0,2,3,2,2,2,2,2,1
1815,25,Travel_Rarely,959,Sales,28,3,Life Sciences,1,1,Male,41,2,2,Sales Executive,3,Married,8639,24835,2,Y,No,18,3,4,80,0,6,3,3,2,2,2,2,0
923,29,Travel_Rarely,723,Research & Development,26,3,Life Sciences,1,4,Male,79,3,1,Research Scientist,4,Married,2700,21526,1,Y,No,19,3,1,80,1,1,2,2,1,0,0,0,0
642,46,Travel_Rarely,1354,Research & Development,14,5,Medical,1,3,Male,95,3,2,Research Scientist,2,Married,3102,12477,9,Y,Yes,11,3,3,80,1,17,0,2,17,14,4,11,0
1829,53,Travel_Rarely,1436,Sales,6,2,Marketing,1,2,Male,34,3,2,Sales Representative,3,Married,2306,16047,2,Y,Yes,20,4,4,80,1,13,3,1,7,7,4,5,0
2266,29,Travel_Rarely,805,Research & Development,1,2,Life Sciences,1,2,Female,36,2,1,Laboratory Technician,1,Married,2319,6689,1,Y,Yes,11,3,4,80,1,1,1,3,1,0,0,0,1
311,19,Travel_Rarely,741,Sales,29,3,Life Sciences,1,3,Female,88,3,2,Sales Executive,3,Single,5231,20586,0,Y,Yes,17,3,4,80,0,11,3,1,6,0,1,5,0
351,29,Travel_Rarely,1147,Research & Development,2,1,Life Sciences,1,1,Male,62,3,2,Manufacturing Director,3,Single,5238,22914,7,Y,No,18,3,2,80,0,10,2,4,4,3,0,2,0
548,27,Travel_Rarely,756,Sales,8,3,Life Sciences,1,4,Female,73,3,2,Sales Executive,4,Single,6332,17783,0,Y,No,16,3,2,80,0,6,3,3,6,2,0,2,0
1628,33,Travel_Frequently,1059,Sales,5,3,Medical,1,4,Male,100,3,2,Sales Executive,1,Single,4585,26124,2,Y,No,13,3,2,80,0,14,2,3,10,0,0,8,0
1606,31,Travel_Rarely,894,Research & Development,1,3,Life Sciences,1,2,Male,43,3,2,Manufacturing Director,2,Divorced,4157,17241,0,Y,No,14,3,3,80,1,5,1,2,4,3,1,2,0
1225,43,Travel_Rarely,1218,Research & Development,7,4,Life Sciences,1,2,Male,93,3,1,Research Scientist,4,Married,2966,22266,1,Y,No,20,4,4,80,1,8,4,2,8,2,7,7,0
965,23,Travel_Rarely,793,Research & Development,6,2,Medical,1,4,Male,81,3,1,Research Scientist,3,Single,2455,18869,6,Y,No,13,3,4,80,0,4,2,3,2,2,2,2,0
1356,28,Travel_Rarely,130,Research & Development,2,3,Other,1,2,Female,46,3,1,Laboratory Technician,4,Married,3708,4605,0,Y,Yes,13,3,3,80,1,6,3,3,5,4,0,4,0
1967,49,Travel_Frequently,636,Research & Development,10,4,Life Sciences,1,3,Female,35,3,5,Research Director,1,Single,18665,25594,9,Y,Yes,11,3,4,80,0,22,4,3,3,2,1,2,0
306,28,Travel_Rarely,572,Research & Development,2,4,Technical Degree,1,4,Male,50,3,2,Healthcare Representative,3,Single,5228,2354,6,Y,No,13,3,1,80,0,10,1,3,7,7,3,7,1
287,34,Travel_Rarely,1443,Research & Development,2,3,Medical,1,2,Female,70,2,1,Laboratory Technician,3,Single,3646,5348,7,Y,No,17,3,1,80,0,6,2,3,4,0,1,2,0
694,35,Travel_Rarely,921,Research & Development,8,2,Medical,1,2,Female,92,2,2,Manufacturing Director,4,Divorced,4877,17205,4,Y,No,20,4,3,80,1,5,2,3,3,2,2,2,0
308,38,Non-Travel,1467,Sales,2,2,Life Sciences,1,4,Male,76,3,1,Sales Representative,1,Married,3646,20439,6,Y,No,14,3,3,80,0,7,2,2,0,0,0,0,0
630,26,Travel_Rarely,1277,Sales,10,2,Marketing,1,4,Male,86,1,2,Sales Executive,1,Married,4105,4681,1,Y,No,12,3,1,80,1,4,3,3,4,2,1,2,0
2236,38,Travel_Rarely,268,Research & Development,2,5,Medical,1,4,Male,92,3,1,Research Scientist,3,Married,3057,20471,6,Y,Yes,13,3,2,80,1,6,0,1,1,0,0,1,0
903,40,Travel_Rarely,1448,Research & Development,2,3,Medical,1,2,Female,98,3,4,Manufacturing Director,2,Single,13320,17747,8,Y,No,11,3,4,80,0,22,3,2,17,16,12,7,0
2268,33,Travel_Rarely,118,Sales,16,3,Marketing,1,1,Female,69,3,2,Sales Executive,1,Single,5324,26507,5,Y,No,15,3,3,80,0,6,3,3,3,2,0,2,1
2546,46,Travel_Rarely,1450,Research & Development,15,2,Life Sciences,1,4,Male,52,3,5,Research Director,2,Married,19081,10849,5,Y,No,11,3,1,80,1,25,2,3,4,2,0,3,0
1988,45,Travel_Frequently,1249,Research & Development,7,3,Life Sciences,1,1,Male,97,3,3,Laboratory Technician,1,Divorced,5210,20308,1,Y,No,18,3,1,80,1,24,2,3,24,9,9,11,0
1780,34,Travel_Rarely,665,Research & Development,6,4,Other,1,1,Female,41,3,2,Research Scientist,3,Single,4809,12482,1,Y,No,14,3,3,80,0,16,3,3,16,13,2,10,0
1530,30,Travel_Frequently,1322,Research & Development,2,3,Medical,1,4,Male,54,3,2,Manufacturing Director,3,Divorced,5363,13943,1,Y,No,12,3,2,80,1,11,5,4,11,8,4,10,0
2724,33,Travel_Frequently,430,Sales,7,3,Medical,1,4,Male,54,3,2,Sales Executive,1,Married,4373,17456,0,Y,No,14,3,1,80,2,5,2,3,4,3,0,3,0
1912,43,Travel_Rarely,1034,Sales,16,3,Marketing,1,4,Female,80,3,4,Manager,4,Married,16064,7744,5,Y,Yes,22,4,3,80,1,22,3,3,17,13,1,9,0
300,40,Travel_Frequently,1404,Sales,1,5,Life Sciences,1,1,Male,59,3,3,Sales Executive,4,Divorced,9204,8571,5,Y,No,14,3,2,80,1,10,4,2,4,2,1,2,0
1977,41,Travel_Rarely,334,Sales,2,4,Life Sciences,1,4,Male,88,3,4,Manager,2,Single,16015,15896,1,Y,No,19,3,2,80,0,22,2,3,22,10,0,4,0
908,45,Travel_Frequently,804,Research & Development,2,3,Medical,1,4,Male,69,3,1,Research Scientist,4,Married,4485,15397,3,Y,Yes,12,3,1,80,1,10,4,3,8,7,0,7,0
2493,39,Non-Travel,439,Research & Development,9,3,Life Sciences,1,3,Male,70,3,2,Laboratory Technician,2,Single,6782,8770,9,Y,No,15,3,3,80,0,9,2,2,5,4,0,3,0
1572,28,Travel_Rarely,136,Research & Development,1,1,Medical,1,4,Male,41,3,1,Laboratory Technician,1,Married,2693,13672,1,Y,No,12,3,2,80,0,10,3,3,10,7,0,8,1
1505,32,Travel_Rarely,878,Sales,9,3,Marketing,1,1,Male,69,2,2,Sales Executive,2,Single,5155,22955,1,Y,No,12,3,4,80,0,6,3,3,5,4,1,3,0
2274,42,Travel_Rarely,932,Research & Development,1,2,Life Sciences,1,4,Female,43,2,2,Manufacturing Director,4,Married,6062,4051,9,Y,Yes,13,3,4,80,1,8,4,3,4,3,0,2,0
970,45,Travel_Rarely,704,Sales,1,2,Marketing,1,2,Female,74,3,3,Sales Executive,1,Single,8268,21026,5,Y,No,13,3,2,80,0,12,3,3,8,0,7,0,0
13,48,Travel_Rarely,1287,Research & Development,2,2,Life Sciences,1,2,Male,81,2,1,Research Scientist,2,Married,2387,4759,2,Y,No,11,3,3,80,1,17,3,3,7,7,4,7,0
873,38,Travel_Rarely,1089,Research & Development,17,4,Medical,1,4,Male,82,2,3,Healthcare Representative,2,Married,10999,14168,7,Y,No,21,4,2,80,2,15,2,2,11,6,0,8,0
1174,42,Travel_Rarely,1499,Research & Development,6,2,Medical,1,4,Male,91,3,5,Manager,2,Single,18880,2890,7,Y,No,13,3,2,80,0,22,4,3,12,9,5,11,0
808,26,Travel_Rarely,938,Human Resources,13,1,Medical,1,4,Female,52,4,1,Human Resources,3,Single,2844,8952,1,Y,Yes,18,3,3,80,0,8,2,3,8,3,0,7,0
1771,32,Travel_Rarely,1093,Sales,6,4,Medical,1,2,Male,87,3,2,Sales Executive,3,Single,5010,24301,1,Y,No,16,3,1,80,0,12,0,3,11,8,5,7,0
514,43,Travel_Rarely,1180,Research & Development,3,3,Life Sciences,1,4,Male,89,3,1,Laboratory Technician,4,Married,2819,3809,3,Y,No,18,3,3,80,3,7,5,3,0,0,0,0,0
2384,47,Travel_Frequently,1379,Research & Development,16,4,Medical,1,3,Male,64,4,2,Manufacturing Director,3,Divorced,5067,6759,1,Y,Yes,19,3,3,80,0,20,3,4,19,10,2,7,0
409,36,Travel_Frequently,586,Research & Development,2,4,Medical,1,2,Male,45,3,2,Healthcare Representative,4,Single,5562,22074,4,Y,No,14,3,4,80,0,7,2,3,3,2,0,2,0
1149,50,Travel_Rarely,945,Research & Development,1,1,Life Sciences,1,3,Male,42,2,4,Research Director,3,Married,17159,25761,3,Y,Yes,12,3,3,80,1,28,2,4,27,9,0,0,0
313,56,Travel_Rarely,1242,Research & Development,1,3,Medical,1,1,Male,81,3,3,Manufacturing Director,4,Married,10453,4156,6,Y,Yes,14,3,4,80,0,36,3,3,24,7,2,7,0
2436,45,Travel_Rarely,788,Human Resources,24,4,Medical,1,2,Male,36,3,1,Human Resources,2,Single,2177,8318,1,Y,No,16,3,1,80,0,6,3,3,6,3,0,4,0
2691,31,Travel_Rarely,182,Research & Development,8,5,Life Sciences,1,1,Female,93,3,4,Research Director,2,Single,16422,8847,3,Y,No,11,3,3,80,0,9,3,4,3,2,1,0,0
1949,28,Travel_Rarely,1158,Research & Development,9,3,Medical,1,4,Male,94,3,1,Research Scientist,4,Married,2070,2613,1,Y,No,23,4,4,80,1,5,3,2,5,2,0,4,0
1691,28,Travel_Rarely,103,Research & Development,24,3,Life Sciences,1,3,Male,50,2,1,Laboratory Technician,3,Single,2028,12947,5,Y,Yes,14,3,2,80,0,6,4,3,4,2,0,3,1
1590,39,Travel_Frequently,1425,Sales,7,2,Life Sciences,1,2,Female,53,3,4,Sales Executive,4,Married,13320,9256,0,Y,No,24,4,4,80,1,22,3,3,21,6,11,17,0
382,18,Travel_Frequently,240,Research & Development,20,1,Life Sciences,1,4,Male,49,3,1,Laboratory Technician,4,Single,1675,17205,1,Y,No,15,3,3,80,0,0,3,3,0,0,0,0,1
1801,31,Travel_Rarely,249,Sales,6,4,Life Sciences,1,2,Male,76,1,2,Sales Executive,3,Married,6172,20739,4,Y,Yes,18,3,2,80,0,12,3,2,7,7,7,7,1
1953,35,Travel_Rarely,1315,Research & Development,22,3,Life Sciences,1,2,Female,71,4,3,Manager,2,Divorced,11996,19100,7,Y,No,18,3,2,80,1,10,6,2,7,7,6,2,0
1749,31,Travel_Rarely,1082,Research & Development,1,4,Medical,1,3,Male,87,3,1,Research Scientist,2,Single,2501,18775,1,Y,No,17,3,2,80,0,1,4,3,1,1,1,0,0
552,46,Travel_Rarely,562,Research & Development,1,3,Medical,1,3,Male,89,3,5,Manager,2,Married,18606,13684,4,Y,No,14,3,3,80,1,24,5,3,22,7,11,7,0
222,46,Travel_Rarely,1082,Research & Development,10,3,Medical,1,3,Male,60,3,2,Laboratory Technician,3,Single,5902,6409,3,Y,No,11,3,4,80,0,23,3,3,17,14,5,15,0
2372,37,Travel_Rarely,625,Sales,1,4,Life Sciences,1,1,Male,46,2,3,Sales Executive,3,Married,10609,14922,5,Y,No,11,3,3,80,0,17,2,1,14,1,11,7,1
8,51,Travel_Frequently,1297,Sales,6,3,Life Sciences,1,4,Male,43,1,2,Sales Executive,4,Married,6439,21221,8,Y,Yes,13,3,1,80,1,18,3,3,16,14,4,9,0
1406,41,Travel_Frequently,559,Research & Development,5,4,Life Sciences,1,2,Male,83,4,2,Laboratory Technician,4,Divorced,5257,23844,4,Y,No,12,3,2,80,1,13,3,2,7,7,5,7,0
316,46,Travel_Frequently,1456,Sales,1,4,Marketing,1,3,Male,76,4,3,Sales Executive,3,Divorced,10527,2447,9,Y,No,12,3,2,80,3,22,2,3,16,13,4,13,0
427,32,Travel_Rarely,1476,Research & Development,28,2,Life Sciences,1,1,Male,81,3,2,Manufacturing Director,4,Married,5473,4060,3,Y,No,14,3,2,80,0,8,3,3,4,1,1,3,0
1125,38,Travel_Frequently,350,Sales,25,1,Life Sciences,1,4,Male,68,2,3,Sales Executive,4,Married,9362,5860,2,Y,No,11,3,1,80,1,15,1,3,3,2,1,2,0
105,47,Travel_Rarely,682,Research & Development,1,4,Life Sciences,1,3,Male,84,2,1,Research Scientist,3,Married,2782,5602,0,Y,Yes,14,3,1,80,1,6,3,2,5,3,1,2,0
1295,33,Travel_Rarely,1092,Research & Development,20,3,Life Sciences,1,3,Male,95,4,1,Laboratory Technician,3,Married,2936,24812,3,Y,No,13,3,4,80,1,7,3,3,7,6,1,5,0
1792,37,Travel_Rarely,1189,Sales,3,3,Life Sciences,1,3,Male,87,3,3,Sales Executive,4,Single,7428,14506,2,Y,No,12,3,1,80,0,12,3,3,5,3,1,3,0
121,22,Travel_Rarely,715,Research & Development,5,3,Medical,1,4,Male,95,2,1,Research Scientist,3,Married,2394,25751,1,Y,Yes,13,3,4,80,2,4,2,3,4,2,0,2,0
1869,35,Travel_Rarely,556,Research & Development,23,2,Life Sciences,1,2,Male,50,2,2,Manufacturing Director,3,Married,5916,15497,3,Y,Yes,13,3,1,80,0,8,1,3,1,0,0,1,1
2616,32,Travel_Rarely,1089,Research & Development,7,2,Life Sciences,1,4,Male,79,3,2,Laboratory Technician,3,Married,4883,22845,1,Y,No,18,3,1,80,1,10,3,3,10,4,1,1,1
1588,35,Travel_Rarely,1473,Sales,14,3,Life Sciences,1,4,Female,48,3,2,Sales Executive,2,Married,5914,26507,1,Y,No,18,3,1,80,1,15,2,2,15,15,11,11,0
2549,33,Travel_Frequently,1146,Sales,25,3,Medical,1,2,Female,82,3,2,Sales Executive,3,Married,4539,4905,1,Y,No,12,3,1,80,1,10,3,2,10,7,0,1,0
115,27,Travel_Rarely,882,Research & Development,17,3,Medical,1,2,Male,87,2,2,Healthcare Representative,2,Married,5228,5033,0,Y,No,14,3,4,80,1,14,0,3,13,9,4,9,0
1501,27,Non-Travel,1229,Sales,2,4,Life Sciences,1,2,Male,48,3,2,Sales Executive,1,Married,4537,15000,0,Y,No,22,4,3,80,0,6,3,3,5,4,1,3,0
1064,35,Travel_Rarely,722,Research & Development,18,2,Life Sciences,1,4,Male,72,3,2,Research Scientist,1,Married,4014,6194,0,Y,No,14,3,3,80,0,10,3,2,9,8,0,8,0
2318,32,Travel_Frequently,379,Sales,5,2,Life Sciences,1,2,Male,48,3,2,Sales Executive,2,Married,6524,8891,1,Y,No,14,3,4,80,1,10,3,3,10,8,5,3,0
2557,32,Travel_Frequently,116,Research & Development,13,3,Other,1,3,Female,77,2,1,Laboratory Technician,2,Married,2743,7331,1,Y,No,20,4,3,80,1,2,2,3,2,2,2,2,0
2690,30,Travel_Rarely,855,Sales,7,4,Marketing,1,4,Female,73,3,2,Sales Executive,1,Divorced,4779,12761,7,Y,No,14,3,2,80,2,8,3,3,3,2,0,2,0
1338,29,Travel_Rarely,546,Research & Development,8,1,Medical,1,2,Female,51,2,2,Laboratory Technician,1,Single,4193,25681,1,Y,No,12,3,4,80,0,9,2,3,9,8,0,7,1
1502,31,Travel_Rarely,288,Human Resources,10,3,Human Resources,1,1,Male,79,3,1,Human Resources,1,Married,2143,15428,5,Y,No,11,3,1,80,0,6,3,2,5,3,0,4,1
672,36,Travel_Rarely,658,Research & Development,4,3,Life Sciences,1,3,Male,41,3,1,Research Scientist,4,Divorced,2559,11162,8,Y,No,23,4,1,80,2,4,2,2,1,0,0,0,0
1702,53,Travel_Rarely,1282,Research & Development,5,3,Other,1,3,Female,58,3,5,Manager,3,Divorced,19094,10735,4,Y,No,11,3,4,80,1,26,3,2,14,13,4,8,0
591,35,Travel_Frequently,855,Sales,18,4,Marketing,1,4,Female,41,2,2,Sales Executive,3,Married,5258,8346,2,Y,Yes,24,4,2,80,1,8,3,2,5,4,0,3,0
888,33,Travel_Rarely,575,Sales,15,4,Medical,1,4,Male,73,3,1,Sales Representative,4,Divorced,3452,20420,1,Y,Yes,13,3,2,80,1,3,3,3,3,1,1,2,0
1463,44,Travel_Frequently,971,Research & Development,2,3,Life Sciences,1,2,Male,96,2,1,Laboratory Technician,3,Single,4876,11929,6,Y,Yes,11,3,4,80,0,8,6,3,4,3,0,2,1
2646,48,Travel_Rarely,855,Research & Development,4,3,Life Sciences,1,4,Male,54,3,3,Manufacturing Director,4,Single,7898,18706,1,Y,No,11,3,3,80,0,11,2,3,10,9,0,8,0
2026,29,Non-Travel,746,Sales,2,3,Life Sciences,1,4,Male,61,3,2,Sales Executive,3,Married,4649,16928,1,Y,No,14,3,1,80,1,4,3,2,4,3,0,2,0
1681,27,Travel_Rarely,591,Research & Development,2,1,Medical,1,1,Male,40,3,1,Laboratory Technician,2,Married,3468,16632,9,Y,No,12,3,4,80,1,6,3,3,2,2,2,2,0
2168,43,Travel_Frequently,1001,Research & Development,9,5,Medical,1,4,Male,72,3,2,Laboratory Technician,3,Divorced,5679,19627,3,Y,Yes,13,3,2,80,1,10,3,3,8,7,4,7,0
800,35,Travel_Rarely,771,Research & Development,1,3,Life Sciences,1,4,Male,35,3,3,Healthcare Representative,4,Single,7005,15669,4,Y,No,13,3,1,80,0,12,2,3,10,9,7,7,0
2261,42,Travel_Frequently,570,Research & Development,8,3,Life Sciences,1,2,Male,66,3,5,Manager,4,Divorced,18430,16225,1,Y,No,13,3,2,80,1,24,4,2,24,7,14,9,0
1721,30,Travel_Frequently,721,Research & Development,1,2,Medical,1,3,Female,58,3,2,Laboratory Technician,4,Single,4011,10781,1,Y,No,23,4,4,80,0,12,2,3,12,8,3,7,0
2078,56,Travel_Frequently,906,Sales,6,3,Life Sciences,1,3,Female,86,4,4,Sales Executive,1,Married,13212,18256,9,Y,No,11,3,4,80,3,36,0,2,7,7,7,7,0
2430,39,Travel_Frequently,945,Research & Development,22,3,Medical,1,4,Female,82,3,3,Manufacturing Director,1,Single,10880,5083,1,Y,Yes,13,3,3,80,0,21,2,3,21,6,2,8,0
2475,33,Travel_Rarely,1017,Research & Development,25,3,Medical,1,1,Male,55,2,1,Research Scientist,2,Single,2313,2993,4,Y,Yes,20,4,2,80,0,5,0,3,2,2,2,2,1
273,45,Non-Travel,806,Research & Development,2,5,Medical,1,1,Male,84,3,2,Healthcare Representative,3,Single,6877,23288,7,Y,No,13,3,3,80,0,10,2,3,8,7,0,1,0
71,26,Travel_Rarely,523,Research & Development,10,3,Other,1,1,Female,58,3,2,Manufacturing Director,3,Single,6162,16495,1,Y,No,18,3,2,80,0,8,3,3,8,7,1,6,0
2481,48,Non-Travel,1262,Research & Development,1,4,Medical,1,1,Male,35,4,4,Manager,4,Single,16885,16154,2,Y,No,22,4,3,80,0,27,3,2,5,4,2,1,0
394,43,Travel_Rarely,427,Sales,7,3,Marketing,1,2,Female,66,4,2,Sales Executive,4,Divorced,5070,23361,7,Y,No,20,4,1,80,2,16,2,3,7,7,7,7,0
583,28,Travel_Rarely,1091,Research & Development,1,4,Medical,1,2,Male,60,3,1,Research Scientist,3,Single,2044,18775,0,Y,No,14,3,4,80,0,4,4,3,3,2,1,2,0
1651,36,Travel_Rarely,1082,Sales,2,4,Life Sciences,1,2,Female,64,2,2,Sales Executive,1,Married,5406,8392,1,Y,No,19,3,1,80,1,10,2,3,10,8,7,7,0
2626,39,Travel_Rarely,524,Research & Development,18,2,Life Sciences,1,1,Male,32,3,2,Manufacturing Director,3,Single,4534,13352,0,Y,No,11,3,1,80,0,9,6,3,8,7,1,7,0
500,33,Travel_Rarely,218,Sales,10,3,Marketing,1,3,Male,72,3,2,Sales Executive,1,Married,4189,9100,1,Y,No,13,3,4,80,2,5,3,4,5,3,0,4,0
1917,39,Travel_Rarely,1431,Research & Development,1,4,Medical,1,3,Female,96,3,1,Laboratory Technician,3,Divorced,2232,15417,7,Y,No,14,3,3,80,3,7,1,3,3,2,1,2,0
2005,33,Travel_Frequently,508,Sales,10,3,Marketing,1,2,Male,46,2,2,Sales Executive,4,Single,4682,4317,3,Y,No,14,3,3,80,0,9,6,2,7,7,0,1,0
2716,34,Travel_Rarely,1107,Human Resources,9,4,Technical Degree,1,1,Female,52,3,1,Human Resources,3,Married,2742,3072,1,Y,No,15,3,4,80,0,2,0,3,2,2,2,2,1
2503,38,Travel_Rarely,433,Human Resources,1,3,Human Resources,1,3,Male,37,4,1,Human Resources,3,Married,2844,6004,1,Y,No,13,3,4,80,1,7,2,4,7,6,5,0,0
1234,55,Travel_Rarely,1034,Sales,8,3,Marketing,1,4,Female,81,3,5,Manager,1,Married,19566,11827,3,Y,No,11,3,3,80,1,30,2,2,9,7,0,8,0
1453,30,Travel_Frequently,1211,Sales,6,3,Life Sciences,1,3,Female,47,3,2,Sales Executive,2,Single,5762,26085,0,Y,No,12,3,4,80,0,10,2,2,9,6,7,7,0
205,19,Travel_Rarely,658,Sales,2,1,Life Sciences,1,4,Female,99,3,1,Sales Representative,4,Single,2121,19294,1,Y,No,21,4,3,80,0,1,2,2,1,0,0,0,0
733,31,Travel_Rarely,827,Sales,8,4,Life Sciences,1,1,Female,36,2,2,Sales Executive,2,Married,6179,23361,0,Y,Yes,14,3,2,80,2,10,2,2,9,7,1,7,0
526,31,Travel_Rarely,688,Research & Development,9,4,Technical Degree,1,4,Female,95,2,3,Manufacturing Director,3,Single,9278,22456,2,Y,Yes,11,3,4,80,0,11,3,3,4,2,1,2,0
1159,28,Travel_Rarely,942,Research & Development,2,3,Medical,1,3,Male,65,3,1,Laboratory Technician,3,Married,3452,26176,1,Y,No,16,3,1,80,0,6,5,2,6,3,0,4,0
1913,33,Travel_Rarely,465,Research & Development,2,2,Life Sciences,1,1,Female,39,3,1,Laboratory Technician,1,Married,2707,21509,7,Y,No,20,4,1,80,0,13,3,4,9,7,1,7,1
377,31,Travel_Frequently,552,Sales,5,3,Life Sciences,1,1,Male,73,3,2,Sales Executive,3,Married,6434,14408,6,Y,No,16,3,4,80,1,10,3,3,4,2,0,3,0
1840,57,Travel_Rarely,334,Research & Development,24,2,Life Sciences,1,3,Male,83,4,3,Healthcare Representative,4,Divorced,9439,23402,3,Y,Yes,16,3,2,80,1,12,2,1,5,3,1,4,0
2447,46,Travel_Rarely,430,Research & Development,1,4,Medical,1,4,Male,40,3,5,Research Director,4,Divorced,19627,21445,9,Y,No,17,3,4,80,2,23,0,3,2,2,2,2,0
2506,33,Travel_Rarely,603,Sales,9,4,Marketing,1,1,Female,77,3,2,Sales Executive,1,Single,8224,18385,0,Y,Yes,17,3,1,80,0,6,3,3,5,2,0,3,1
386,45,Travel_Rarely,1302,Research & Development,8,2,Medical,1,2,Female,50,2,3,Research Director,3,Divorced,13525,5569,0,Y,No,14,3,3,80,1,20,2,3,9,8,0,8,0
198,33,Travel_Rarely,1308,Research & Development,4,3,Life Sciences,1,3,Female,49,2,1,Laboratory Technician,3,Single,2220,22645,0,Y,Yes,25,4,4,80,0,4,2,3,3,0,0,2,1
1050,39,Travel_Rarely,660,Research & Development,2,3,Life Sciences,1,4,Male,51,3,1,Laboratory Technician,4,Married,2090,5355,4,Y,No,11,3,2,80,1,8,2,3,1,0,0,0,0
590,38,Travel_Frequently,995,Research & Development,1,3,Medical,1,4,Male,75,3,1,Research Scientist,2,Married,2370,12290,0,Y,No,11,3,4,80,1,3,3,3,2,2,2,1,0
519,29,Travel_Rarely,501,Research & Development,6,4,Technical Degree,1,3,Male,40,2,1,Laboratory Technician,4,Single,2570,19905,1,Y,No,11,3,4,80,0,8,2,3,8,2,3,7,0
2407,30,Travel_Rarely,153,Research & Development,8,2,Life Sciences,1,2,Female,73,4,3,Research Director,1,Married,11416,17802,0,Y,Yes,12,3,3,80,3,9,4,2,8,7,1,7,0
429,23,Travel_Rarely,604,Research & Development,10,3,Life Sciences,1,3,Male,75,4,1,Research Scientist,4,Married,2836,10293,1,Y,No,13,3,2,80,1,1,1,3,1,0,0,0,0
1083,41,Travel_Rarely,855,Research & Development,1,3,Life Sciences,1,3,Female,80,3,1,Research Scientist,1,Married,2936,8952,7,Y,No,20,4,4,80,1,17,2,3,15,13,11,11,1
207,29,Non-Travel,1456,Research & Development,8,3,Medical,1,3,Male,71,3,3,Research Director,3,Divorced,11713,12482,1,Y,No,13,3,2,80,1,10,2,3,10,9,0,2,0
